"Punctilious","adj - marked by precise accordance with details"
"Pungent","adj - strong and sharp; ""the pungent taste of radishes""; capable of wounding"
"Pusillanimous","adj - lacking in courage and manly strength and resolution; contemptibly fearful"
"Querulous","adj - habitually complaining"
"Quibble","verb - argue over petty things; evade the truth of a point or question by raising irrelevant objections"
"Quiescence","noun - quiet and inactive restfulness; a state of quiet (but possibly temporary) inaction"
"Quiescent","adj - causing no symptoms; being quiet or still or inactive; not active or activated; marked by a state of tranquil repose"
"Quotidian","adj - found in the ordinary course of events"
"Rarefy","verb - make more subtle or refined; lessen the density or solidity of"
"Recalcitrant","adj - marked by stubborn resistance to authority; stubbornly resistant to authority or control"
"Recant","verb - formally reject or disavow a formerly held belief, usually under pressure"
"Recluse","adj - withdrawn from society; seeking solitude; noun one who lives in solitude"
"Recondite","adj - difficult to penetrate; incomprehensible to one of ordinary understanding or knowledge"
"Recumbent","adj - lying down; in a position of comfort or rest"
"Refractory","adj - not responding to treatment; stubbornly resistant to authority or control"
"Refute","verb - prove to be false or incorrect; overthrow by argument, evidence, or proof"
"Regale","verb - provide with choice or abundant food or drink"
"Relegate","verb - assign to a class or kind; refer to another person for decision or judgment; assign to a lower position; reduce in rank; expel, as if by official decree"
"Remonstrate","verb - argue in protest or opposition; present and urge reasons in opposition; censure severely or angrily"
"Repine","verb - express discontent"
"Reprobate","adj - marked by immorality; deviating from what is considered right or proper or good; noun a person without moral scruples"
"Reproof","noun - an act or expression of criticism and censure; verb censure severely or angrily"
"Repudiate","verb - refuse to acknowledge, ratify, or recognize as valid; reject as untrue, unfounded, or unjust; refuse to recognize or pay; cast off or disown"
"Rescind","verb - annul by recalling or rescinding"
"Reticent","adj - reluctant to draw attention to yourself; temperamentally disinclined to talk; cool and formal in manner"
"Reverent","adj - feeling or showing profound respect or veneration; showing great reverence for god"
"Sagacious","adj - skillful in statecraft or management; acutely insightful and wise"
"Salacious","adj - suggestive of or tending to moral looseness; characterized by lust"
"Salient","adj -  having a quality that thrusts itself into attention; prominent"
"Salubrious","adj - favorable to health of mind or body; promoting health; healthful"
"Salutary","adj - tending to promote physical well-being; beneficial to health"
"Sanction","noun - a mechanism of social control for enforcing a society's standards; formal and explicit approval; official permission or approval; verb give religious sanction to, such as through on oath; give authority or permission to"
"Sanguine","adj - confidently optimistic and cheerful; inclined to a healthy reddish color often associated with outdoor life; noun a blood-red color"
"Sate","verb - fill to satisfaction"
"Satiate","adj - supplied (especially fed) to satisfaction; verb fill to satisfaction; overeat or eat immodestly"
"Saturnine","adj - bitter or scornful; showing a brooding ill humor"
"Savant","noun - someone who has been admitted to membership in a scholarly field"
"Savor","noun - verb taste appreciatively; give taste to; derive or receive pleasure from; take pleasure in"
"Sedulous","adj - marked by care and persistent effort"
"Shard","noun - a broken piece of a brittle artifact"
"Solicitous","adj - showing hovering attentiveness; full of anxiety and concern"
"Soporific","adj - sleep inducing; inducing mental lethargy; noun a drug that induces sleep"
"Specious","adj - plausible but false; based on pretense; deceptively pleasing"
"Sporadic","adj - recurring in scattered and irregular or unpredictable instances"
"Spurious","adj - intended to deceive; born out of wedlock; plausible but false"
"Squalid","adj - foul and run-down and repulsive; morally degraded"
"Stanch","verb - stop the flow of a liquid"
"Stigma","noun - a skin lesion that is a diagnostic sign of some disease; a mark of disgrace associated with a particular circumstance, quality, or person"
"Stint","noun - limitation of supply or effort; a person's fixed or allotted period of work; an unbroken period of time during which you do something"
"Stipulate","verb - demand or specify (a requirement), typically as part of a bargain or agreement; give a guarantee or promise of"
"Stolid","adj - having or revealing little emotion or sensibility; not easily aroused or excited"
"Strut","noun - a proud stiff pompous gait; brace consisting of a bar or rod used to resist longitudinal compression; verb to walk with a lofty proud gait, often in an attempt to impress others"
"Subterfuge","noun - something intended to misrepresent the true nature of an activity"
"Supercilious","adj - expressive of contempt; having or showing arrogant superiority to and disdain of those one views as unworthy"
"Superficial","adj - being or affecting or concerned with a surface; not deep or penetrating emotionally or intellectually; of little substance or significance; relating to a surface; involving a surface only"
"Supersede","verb - take the place or move into the position of"
"Supine","adj - lying face upward; offering no resistance"
"Supplicate","verb - ask humbly (for something); ask for humbly or earnestly, as in prayer; make a humble, earnest petition"
"Sycophant","noun - a person who tries to please someone in order to gain a personal advantage"
"Tacit","adj - indicated by necessary connotation though not expressed directly"
"Taciturn","adj - habitually reserved and uncommunicative"
"Temperate","adj - not extreme in behavior; (of weather or climate) free from extremes; mild; or characteristic of such weather or climate; not extreme"
"Tenacious","adj - sticking together; good at remembering; stubbornly unyielding"
"Tendentious","adj - having or marked by a strong tendency especially a controversial one"
"Tenuous","adj - very thin in gauge or diameter; having thin consistency; having little substance or significance"
"Terse","adj - brief and to the point; effectively cut short"
"Timorous","adj - timid by nature or revealing timidity"
"Tirade","noun - a speech of violent denunciation"
"Torpid","adj - slow and apathetic; in a condition of biological rest or suspended animation"
"Torpor","noun - a state of motor and mental inactivity with a partial suspension of sensibility; inactivity resulting from lethargy and lack of vigor or energy"
"Tortuous","adj - not straightforward; marked by repeated turns and bends; highly complex or intricate"
"Tractable","adj - easily managed (controlled or taught or molded); readily reacting to suggestions and influences"
"Transient","adj - causing effects outside the mind; impermanent; lasting a very short time; noun - one who stays for only a short time"
"Travesty","noun - a composition that imitates somebody's style in a humorous way; a comedy characterized by broad satire and improbable situations; verb make a travesty of"
"Truculence","noun - obstreperous and defiant aggressiveness"
"Turpitude","noun - a corrupt or depraved or degenerate act or practice"
"Tyro","noun - someone new to a field or activity"
"Ubiquitous","adj - being present everywhere at once"
"Umbrage","noun - a feeling of anger caused by being offended"
"Untoward","adj - contrary to your interests or welfare; not in keeping with accepted standards of what is right or proper in polite society"
"Upbraid","verb - express criticism towards"
"Vacillate","verb - move or sway in a rising and falling or wavelike pattern; be undecided about something; waver between conflicting positions or courses of action"
"Vacuous","adj - devoid of matter; void of expression; devoid of significance or point; devoid of intelligence"
"Venal","adj - capable of being corrupted"
"Venerate","verb - regard with feelings of respect and reverence; consider hallowed or exalted or be in awe of"
"Veracious","adj - precisely accurate; habitually speaking the truth"
"Veracity","noun - unwillingness to tell lies"
"Verbose","adj - using or containing too many words"
"Verisimilitude","noun - the appearance of truth; the quality of seeming to be true"
"Veritable","adj - not counterfeit or copied; often used as intensifiers"
"Vex","verb - subject to prolonged examination, discussion, or deliberation; be a mystery or bewildering to;  afflict with mental agitation or distress"
"Vilify","verb - spread negative information about"
"Viscous","adj - having the sticky properties of an adhesive; having a relatively high resistance to flow"
"Vitiate","verb - take away the legal force of or render ineffective; make imperfect; corrupt morally or by intemperance or sensuality"
"Vituperate","verb - spread negative information about"
"Vociferous","adj - conspicuously and offensively loud; given to vehement outcry"
"Volatile","adj - tending to vary often or widely; evaporating readily at normal temperatures and pressures; marked by erratic changeableness in affections or attachments"
"Voracious","adj - devouring or craving food in great quantities; excessively greedy and grasping"
"Waver","noun - the act of moving back and forth; the act of pausing uncertainly; verb sway to and fro; move hesitatingly, as if about to give way; pause or hold back in uncertainty or unwillingness; be unsure or weak"
"Welter","noun - a confused multitude of things; verb be immersed in; toss, roll, or rise and fall in an uncontrolled way; move in a turbulent fashion"
"Whimsical","adj - determined by chance or impulse or whim rather than by necessity or reason"
"Wretched","adj - characterized by physical misery; deserving or inciting pity; morally reprehensible; very unhappy; full of misery; of very poor quality or condition"
"Zeal","noun - excessive fervor to do something or accomplish some end; prompt willingness; a feeling of strong eagerness (usually in favor of a person or cause)"
